Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
8/29/2017,0:29:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,GOSHEN/MIDCOUNTY,39.15621833,-77.19210667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HYUNDAI,4D,GRAY,Warning,13-411(d),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1562183333333, -77.1921066666667)"
8/29/2017,0:44:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WOODFIELD/EMORY GROVE,39.15128667,-77.17515,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,TOYOTA,YARIS,GRAY,Warning,21-201(a1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1512866666667, -77.17515)"
8/29/2017,1:20:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WOODFIELD/EMORY GROVE,39.15427833,-77.17458333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,JEEP,WRANGLER,BLACK,Warning,21-201(a1),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1542783333333, -77.1745833333333)"
8/28/2017,23:37:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH,GEORGIA  AVE / MD 200,39.12996833,-77.07092167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,TOYT,TK,WHITE,Warning,21-801.1,Transportation Article,No,BLACK,F,OLNEY,MD,MD,A - Marked Patrol,"(39.1299683333333, -77.0709216666667)"
8/28/2017,23:37:00,MCP,"4th district, Wheaton",DRIVING VEH IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HWY,GEORGIA  AVE / MD 200,39.12996833,-77.07092167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,TOYT,TK,WHITE,Warning,21-801(a),Transportation Article,No,BLACK,F,OLNEY,MD,MD,A - Marked Patrol,"(39.1299683333333, -77.0709216666667)"
8/23/2014,22:00:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,STEWART LN AND COLUMBIA PIKE,39.058375,-77.04819833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,NISSAN,MAXIMA,BLACK,Citation,21-902(b1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.058375, -77.0481983333333)"
5/11/2014,1:06:00,MCP,"4th district, Wheaton",FAIL VEH DRIVER IN ACC.TO RPT PROP DAMAGE TO NEAREST POLICE,SHOREFIELD ROAD/SAWMILL COURT,39.058105,-77.04876167,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,1999,TOYOTA,COROLLA,BLUE,Citation,20-104(d),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.058105, -77.0487616666667)"
4/2/2014,17:23:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,VEIRS MILL RD @ PENDLETON DR,39.04654667,-77.067225,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HOND,TK,MAROON,Citation,13-411(d),Transportation Article,No,OTHER,F,ROCKVILLE,MD,MD,S - License Plate Recognition,"(39.0465466666667, -77.067225)"
2/10/2014,19:02:00,MCP,"4th district, Wheaton",FAILURE TO RETURN TO & REMAIN AT SCENE OF ACCIDENTINVOLVING ATTENDED VEH.DAMAGE,GEORGIA AVE/HEWITT AVE,39.07793667,-77.06922167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HONDA,TRK,GRAY,Citation,20-103(b),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0779366666667, -77.0692216666667)"
12/1/2013,0:44:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BONIFANT RD/ NEW HAMPSHIRE AVE,39.05841833,-77.04804833,No,No,No,No,No,No,No,No,No,No,MA,02 - Automobile,2013,HYUN,4S,SILVER,Citation,21-201(a1),Transportation Article,No,ASIAN,M,ANCHORAGE,AK,AK,A - Marked Patrol,"(39.0584183333333, -77.0480483333333)"
11/7/2013,21:53:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,N/B RIDGE RD AT SKYLARK DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,KIA,OPTIMA,WHITE,Citation,21-801.1,Transportation Article,No,WHITE,M,MOUNT AIRY,MD,MD,Q - Marked Laser,
4/10/2015,22:05:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED OUT-OF-STATE LICENSE,CONNECTICUT/ GEORGIA,39.08674167,-77.079115,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,CHEV,MALIBU,SILVER,Citation,16-303(g),Transportation Article,No,WHITE,F,OLNEY,MD,MD,A - Marked Patrol,"(39.0867416666667, -77.079115)"
8/28/2017,23:05:00,MCP,"4th district, Wheaton",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,GEORGIA AVE / SHOREFIELD RD,39.0588,-77.05001167,No,No,No,No,No,No,No,No,No,No,PA,02 - Automobile,2017,TOYT,RAV4,MAROON,Warning,21-405(e1),Transportation Article,No,BLACK,F,LANSDOWNE,PA,PA,A - Marked Patrol,"(39.0588, -77.0500116666667)"
8/28/2017,23:05:00,MCP,"4th district, Wheaton",FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY POLICE VEH.,GEORGIA AVE / SHOREFIELD RD,39.0588,-77.05001167,No,No,No,No,No,No,No,No,No,No,PA,02 - Automobile,2017,TOYT,RAV4,MAROON,Warning,21-405(b),Transportation Article,No,BLACK,F,LANSDOWNE,PA,PA,A - Marked Patrol,"(39.0588, -77.0500116666667)"
8/5/2014,11:46:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,NEW HAMPSHIRE/STONEGATE DR,39.09870833,-77.003445,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,BMW,70 LI,BLACK,Citation,13-411(f),Transportation Article,No,OTHER,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0987083333333, -77.003445)"
8/28/2017,22:55:00,MCP,"6th district, Gaithersburg / Montgomery Village","FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,",355 @ CHESTNUT,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,TOYOTA,CAMRY,GRAY,Warning,21-405(e1),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
8/28/2017,23:09:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,355 @ N WESTLAND,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,ACUR,4S,BLACK,Warning,23-104,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
8/28/2017,23:09:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,355 @ N WESTLAND,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,ACUR,4S,BLACK,Warning,22-226(a),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
7/27/2014,21:02:00,MCP,"4th district, Wheaton",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,3931 ISBELLST,39.05854,-77.048365,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2005,FORD,TK,WHITE,Citation,21-801(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.05854, -77.048365)"
9/25/2013,0:21:00,MCP,"5th district, Germantown",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,RIDGE RD / GUE RD,39.302135,-77.189895,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,HOND,ACCORD 4S,GOLD,Citation,16-112(c),Transportation Article,No,BLACK,M,SALISBURY,MD,MD,A - Marked Patrol,"(39.302135, -77.189895)"
9/9/2015,10:08:00,MCP,"1st district, Rockville",FAILURE OF DRIVER INVOLVED IN ACCIDENT TO RENDER REASONABLE ASSISTANCE TO INJURED PERSON,FALLS RD / MONTROSE RD,39.05706833,-77.1884,No,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2009,CHRYSLER,SEBRING,WHITE,Citation,20-104(a),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0570683333333, -77.1884)"
3/19/2014,0:10:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,650 UNIVERSITY BLVD E,39.00010667,-76.995265,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,NISSAN,ALTIMOA,BLACK,Citation,16-303(c),Transportation Article,No,BLACK,M,GLENN DALE,MD,MD,A - Marked Patrol,"(39.0001066666667, -76.995265)"
6/6/2014,7:32:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SOUTHBOUND 270 @ SHADY GROVE OVERPASS,39.11196667,-77.18901,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,FORD,MUSTANG,BLUE,Citation,21-201(a1),Transportation Article,No,WHITE,F,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.1119666666667, -77.18901)"
2/4/2014,0:36:00,MCP,"3rd district, Silver Spring","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",UNIVERSITY BLVD EAST / PINEY BRANCH RD,39.000395,-76.99543833,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,1995,TOYOTA,4RUNNER,WHITE,Citation,16-101(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.000395, -76.9954383333333)"
12/22/2013,16:07:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,NICHOLSON CT / NICHOLSON LN,39.04521833,-77.104705,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,NISSAN,350Z,BLACK,Citation,13-411(f),Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0452183333333, -77.104705)"
12/19/2013,12:46:00,MCP,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,GREAT SENECA HWY/WISTERIA DR,39.17139,-77.26307667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HONDA,ACCORD,BLACK,Citation,16-303(c),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.17139, -77.2630766666667)"
8/28/2017,23:20:00,MCP,"6th district, Gaithersburg / Montgomery Village","FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,",355 @ S WESTLAND,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,DODG,4S,SILVER,Warning,21-405(e1),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
8/28/2017,23:07:00,MCP,"4th district, Wheaton",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,NWE HAMPSHIRE AVE @ VENICE DR,39.06203333,-76.998595,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HOND,TK,SILVER,Warning,22-204(f),Transportation Article,No,BLACK,M,WINDSOR MILL,MD,MD,A - Marked Patrol,"(39.0620333333333, -76.998595)"
8/28/2017,23:14:00,MCP,"4th district, Wheaton",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,NEW HAMPSHIRE AVE @ CANNON RD,39.06993667,-77.00309167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,MERCEDEZ,SUV,BLACK,Warning,22-204(f),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0699366666667, -77.0030916666667)"
8/29/2017,0:29:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,LAYHILL RD @ BONIFANT RD,39.08786,-77.04484667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,TOYT,4S,GRAY,Warning,13-401(h),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.08786, -77.0448466666667)"
8/29/2017,0:11:00,MCP,"2nd district, Bethesda",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,ROCKVILLE PIKE @ STRATHMORE ST,39.03275167,-77.10628333,No,No,No,No,No,No,No,No,No,No,WV,02 - Automobile,2009,MITSUBISHI,LANCER,WHITE,Warning,16-112(c),Transportation Article,No,WHITE,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.0327516666667, -77.1062833333333)"
9/11/2014,10:51:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,500 PERRY PKWY,39.14729333,-77.21396833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HYUN,ELANTRA,BLACK,Citation,16-303(c),Transportation Article,No,BLACK,M,NORTH POTOMAC,MD,MD,Q - Marked Laser,"(39.1472933333333, -77.2139683333333)"
8/29/2017,0:11:00,MCP,"2nd district, Bethesda","MOTOR VEH. MFR. AFTER JUNE 1, 1971, W/O ADEQUATE TAIL LAMPS",ROCKVILLE PIKE @ STRATHMORE ST,39.03275167,-77.10628333,No,No,No,No,No,No,No,No,No,No,WV,02 - Automobile,2009,MITSUBISHI,LANCER,WHITE,Warning,22-204(a),Transportation Article,No,WHITE,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.0327516666667, -77.1062833333333)"
7/14/2014,23:30:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA AVE/ BEL PRE RD,39.09487,-77.07907,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,VOLK,PASSAT,BLACK,Citation,13-401(h),Transportation Article,No,BLACK,M,WOODBINE,MD,MD,A - Marked Patrol,"(39.09487, -77.07907)"
11/30/2014,20:58:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,OUTLET DR / CASTLE BLVD,39.08266667,-76.94411333,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2005,GMC,YUKON,RED,Citation,13-411(f),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0826666666667, -76.9441133333333)"
10/15/2014,21:32:00,MCP,"2nd district, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,"9760 OLD GEORGETOWN RD ,MCG",,,No,No,No,No,No,No,No,No,No,No,MD,07 - Truck/Road Tractor,2004,CHEV,TK,WHITE,Citation,21-801(b),Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,
8/6/2014,2:45:00,MCP,"2nd district, Bethesda",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,CONNECTICUT AVE AT SAUL RD,38.98147,-77.09142167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,AUDI,Q7,BLUE,Citation,21-902(a2),Transportation Article,No,WHITE,M,KENSINGTON,MD,MA,A - Marked Patrol,"(38.98147, -77.0914216666667)"
7/14/2014,10:48:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,PARK VISTA DR @ MASSANUTTEN DR,39.10578667,-77.050975,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,LEXUS,RX350,GOLD,Citation,13-409(b),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1057866666667, -77.050975)"
4/27/2015,1:26:00,MCP,"4th district, Wheaton",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,10820 GEORGIA AVE,39.05817333,-77.04862167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,INFINITI,I35,BEIGE,Citation,16-101(a),Transportation Article,No,HISPANIC,M,LANHAM,MD,MD,A - Marked Patrol,"(39.0581733333333, -77.0486216666667)"
5/25/2014,15:33:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAIL OF DRIVER IN ATTEND VEH ACCIDENT TO FURNISH REQ ID & LIC,GOSHEN RD / MIDCOUNTY HWY,39.04543833,-76.99038,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,1994,CHRYSLER,LEBARON,GREEN,Citation,20-104(b),Transportation Article,Yes,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0454383333333, -76.99038)"
12/21/2013,17:33:00,MCP,"1st district, Rockville",POSSESSING SUSPENDED LIC.,E GUDE DR / DOVER RD,39.10087333,-77.14118833,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2004,CHEV,TK,TAN,Citation,16-301(j),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1008733333333, -77.1411883333333)"
8/28/2017,22:55:00,MCP,"3rd district, Silver Spring",PEDESTRIAN FAIL TO OBEY UPRAISED HAND SIGNAL,FLOWER AVE AND PINEY BRANCH RD,38.99833333,-77.00414167,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-203(c),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9983333333333, -77.0041416666667)"
9/30/2014,10:49:00,MCP,"4th district, Wheaton",DRIVER STARTING VEH. FROM STOPPED POSITION WHEN UNSAFE,BEL PRE RD / ARCTIC AVE,39.09521667,-77.092055,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,HONDA,ACCORD,"BLUE, DARK",Citation,21-603(a),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0952166666667, -77.092055)"
8/19/2014,23:18:00,MCP,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",CONNECTICUT AVE @ RANDOLPH RD,39.04933333,-77.07030667,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,1998,HONDA,CIVIC,BLUE,Citation,16-303(h),Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0493333333333, -77.0703066666667)"
9/22/2014,22:18:00,MCP,"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,1319 ROCKVILLE PIKE,39.06880667,-77.130465,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HYUNDAI,SONATA,SILVER,Citation,16-303(c),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0688066666667, -77.130465)"
8/15/2014,1:30:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,JONES BRIDGE RD @ PRATT RIDGE DR,38.98375833,-77.09309333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,LEXUS,RX450,GOLD,Citation,21-902(a1),Transportation Article,No,OTHER,M,LAYTONSVILLE,MD,MD,A - Marked Patrol,"(38.9837583333333, -77.0930933333333)"
8/28/2017,23:46:00,MCP,"3rd district, Silver Spring",PEDESTRIAN FAIL TO OBEY UPRAISED HAND SIGNAL,FLOWER AVE AND PINEY BRANCH RD,38.998125,-77.00331,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-203(c),Transportation Article,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.998125, -77.00331)"
1/3/2016,14:05:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 55 MPH IN A POSTED 45 MPH ZONE,NORBECK RD / FIRESTONE DR,39.12164,-77.00984833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,TOYOTA,PRIUS,SILVER,Citation,21-801.1,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.12164, -77.0098483333333)"
8/28/2017,23:34:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,MAY ST / GEORGIA AVE,39.06618167,-77.05889167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HONDA,CIVIC,BLUE,Warning,21-707(a),Transportation Article,No,ASIAN,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0661816666667, -77.0588916666667)"
7/10/2014,23:39:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,OLD COLUMBIA / STEWART LN,39.04590333,-76.98664167,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,1997,TOYOTA,COROLLA,GREEN,Citation,21-201(a1),Transportation Article,No,HISPANIC,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0459033333333, -76.9866416666667)"
5/31/2015,18:14:00,MCP,"3rd district, Silver Spring",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,8707 FLOWER AVE,38.99856333,-77.003545,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2008,PONTIAC,G6,SILVER,Citation,13-401(b1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9985633333333, -77.003545)"
8/28/2017,23:34:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,MAY ST / GEORGIA AVE,39.06618167,-77.05889167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HONDA,CIVIC,BLUE,Warning,21-309(d),Transportation Article,No,ASIAN,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0661816666667, -77.0588916666667)"
3/16/2015,2:04:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,QUINCE ORCHARD RD. @ CLOPPER RD.,39.14757,-77.23214333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,BMW,4S,BLACK,Citation,16-101(a),Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.14757, -77.2321433333333)"
8/14/2014,22:11:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA AVE/ SILVER SPRING AVE,38.991695,-77.02654,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,TOYT,4S,RED,Citation,13-401(h),Transportation Article,No,BLACK,M,GWYNN OAK,MD,MD,A - Marked Patrol,"(38.991695, -77.02654)"
7/5/2014,22:03:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,NB 29 / FAIRLAND RD,39.07502333,-76.95691333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,JEEP,SUV,GREEN,Citation,13-401(h),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0750233333333, -76.9569133333333)"
10/21/2014,13:27:00,MCP,"3rd district, Silver Spring",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,COLUMBIA PIKE / HILLWOOD DRIVE,39.03506833,-77.00145833,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2005,FORD,EXPLORER,BEIGE,Citation,21-1124.2(d2),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0350683333333, -77.0014583333333)"
9/29/2014,22:00:00,MCP,"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,11410P GEORGIA AVENUE,39.15821167,-76.99126333,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2002,IZUZU,TRUCK,GRAY,Citation,16-112(c),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1582116666667, -76.9912633333333)"
7/17/2014,23:44:00,MCP,"1st district, Rockville",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,FREDERICK RD @ E. GUDE DRIVE,39.10821333,-77.15965167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,ACURA,INTEGRA,SILVER,Citation,16-112(c),Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1082133333333, -77.1596516666667)"
7/1/2014,13:01:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 54 MPH IN A POSTED 40 MPH ZONE,LAYHILL RD @ MIDDLEBRIDGE DR,39.07242667,-77.04559833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,CHEV,TK,"BLUE, LIGHT",Citation,21-801.1,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0724266666667, -77.0455983333333)"
12/23/2014,9:14:00,MCP,"3rd district, Silver Spring",FAIL AND REFUSE TO SURRENDER TO ADM. ON LAWFUL DEMAND SUSPENDED LIC.,FENTON AT SLIGO AVE,38.99007833,-77.02171333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,TOYOTA,CAMRY,GRAY,Citation,16-301(o),Transportation Article,No,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.9900783333333, -77.0217133333333)"
